"Particulars","FG/RM/PM","Group","Sub-Group","UOM","Customer","Sale Group","GST","HSN/SAC"
"Carnival Nuts & Seed Mix 100gm","FG","TRAIL MIX","Trail Mix","0.100","HOH/Common","VA","5%","(20081990)"
"Carnival Oman Dates 250g","FG","DATES","Oman","0.250","HOH/Common","DATES RPC","5%","08041020"
"Carnival Pan Raisin 125g","FG","RAISIN","Raisin - Indian","0.125","HOH/Common","VA","5%","20089999"
"Carnival Pepper Cashew 100G","FG","CASHEW","Cashew - Kernel","0.100","HOH/Common","VA","5%","20081910"
"Carnival Pepper Cashew 125gm","FG","CASHEW","Cashew - Kernel","0.125","HOH/Common","VA","5%","20081910"
"Carnival Pepper Cashew 200G","FG","CASHEW","Cashew - Kernel","0.200","HOH/Common","VA","5%","20081930"
"Carnival Pepper Pistachios 200G","FG","PISTA","Pista - Inshell","0.200","HOH/Common","VA","5%","20081910"
"Carnival Peri Peri Cashew 100 Gms","FG","CASHEW","Cashew - Kernel","0.100","HOH/Common","VA","5%","20081910"
"Carnival Peri Peri Cashew 150gm","FG","CASHEW","Cashew - Kernel","0.150","HOH/Common","VA","5%","20081910"
"Carnival Peri Peri Cashew 200gm","FG","CASHEW","Cashew - Kernel","0.200","HOH/Common","VA","5%","20081910"
"Carnival Peri Peri Makhana 125g","FG","MAKHANA","Makhana - Suta","0.125","HOH/Common","VA","5%","20081930"
"Carnival Peri Peri Makhana 55g","FG","MAKHANA","Makhana - Suta","0.055","HOH/Common","VA","5%","20081930"
"Carnival Peri Peri Walnut 150g","FG","WALNUT","Walnut - Kernel","0.150","HOH/Common","VA","5%","08023200"
"CARNIVAL PERMINUM KHARIK DRY DATES","RM","DATES","Dry Dates","1.000","HOH/Common","DATES BULK","5%","08041030"
"Carnival Pine Nut 100 Gms","FG","PREMIUM NUTS","Pine Nuts","0.100","HOH/Common","RPC","5%","20081920"
"Carnival Pitted Prunes 250g","FG","PRUNES","Prunes - Pitted","0.250","HOH/Common","RPC","5%","08132000"
"Carnival Popcorn Makhana 125g","FG","MAKHANA","Makhana - Suta","0.125","HOH/Common","VA","5%","20081930"
"Carnival Popcorn Makhana 55gm","FG","MAKHANA","Makhana - Suta","0.055","HOH/Common","VA","5%","20081930"
"Carnival Premium Abjosh 100gm","FG","RAISIN","Raisin - Abjosh","0.100","HOH/Common","RPC","5%","08062010"
"Carnival Premium Brazil Nuts, 250 Gms","FG","PREMIUM NUTS","Brazil Nuts","0.250","HOH/Common","RPC","5%","08012200"
"Carnival Premium Cocktail Mix 100g","FG","TRAIL MIX","Trail Mix","0.100","HOH/Common","VA","5%","20089700"
"Carnival Premium Cocktail Mix 250 Gms","FG","TRAIL MIX","Trail Mix","0.250","HOH/Common","VA","5%","20089700"
"Carnival Premium Kesar 0.5 Gms","FG","SPICES","Whole Spices","0.001","HOH/Common","RPC","5%","09102020"
"Carnival Premium Macadamia Nut 250 Gms","FG","PREMIUM NUTS","Macadamia Nuts","0.250","HOH/Common","RPC","5%","20081920"
"Carnival Premium Pecan Nuts 200g Mono Carton","FG","PREMIUM NUTS","Pecan Nuts","0.200","HOH/Common","RPC","5%","08029000"
"Carnival Premium Pecan Nuts 250 Gms","FG","PREMIUM NUTS","Pecan Nuts","0.250","HOH/Common","RPC","5%","08029000"
"Carnival Premium Walnut Kernels 250 Gms","FG","WALNUT","Walnut - Kernel","0.250","HOH/Common","RPC","5%","08023200"
"Carnival Pudina Almonds 125g","FG","ALMOND","Almond - Kernels","0.125","HOH/Common","VA","5%","20081990"
"Carnival Pudina Makhana 125 Gm","FG","MAKHANA","Makhana - Suta","0.125","HOH/Common","VA","5%","20081930"
"Carnival Raisin Black Seeded 250gm","FG","RAISIN","Raisin - Black","0.250","HOH/Common","RPC","5%","08062010"
"CARNIVAL RAISIN IDNIAN GREEN/GOLDEN ROUND 1KG","FG","RAISIN","Raisin - Indian","1.000","HOH/Common","RPC","5%","08062010"
"Carnival Raisins Black Chatpata 200g","FG","RAISIN","Raisin - Black","0.200","HOH/Common","VA","5%","20089999"
"Carnival Ramayana DF Box 6P 600gm","FG","FESTIVE HAMPERS","Gifting","0.600","HOH/Common","VA","5%","20081990"
"Carnival Rasleela DF Box 4P 400g","FG","FESTIVE HAMPERS","Gifting","0.400","HOH/Common","VA","5%","20081990"
"Carnival Roasted And Salted Irani Pista 250g","FG","PISTA","Pista - Irani","0.250","HOH/Common","VA","5%","20081920"
"Carnival Roasted Macadamia Nuts 100g","FG","PREMIUM NUTS","Macadamia Nuts","0.100","HOH/Common","RPC","5%","20081920"
"Carnival Roasted Macadamia Nuts 250g","FG","PREMIUM NUTS","Macadamia Nuts","0.250","HOH/Common","RPC","5%","20081920"
"Carnival Roasted & Salted Almonds 100g","FG","ALMOND","Almond - Kernels","0.100","HOH/Common","VA","5%","20081930"
"Carnival Roasted & Salted Almonds 230g","FG","ALMOND","Almond - Kernels","0.230","HOH/Common","VA","5%","08021200"
"Carnival Roasted & Salted Almonds 250g","FG","ALMOND","Almond - Kernels","0.250","HOH/Common","VA","5%","20081930"
"Carnival Roasted & Salted Cashew 100g","FG","CASHEW","Cashew - Kernel","0.100","HOH/Common","VA","5%","20081930"
"Carnival Roasted & Salted Cashew 230g","FG","CASHEW","Cashew - Kernel","0.230","HOH/Common","VA","5%","20081910"
"Carnival Roasted & Salted Pistachio 100g","FG","PISTA","Pista - Inshell","0.100","HOH/Common","VA","5%","20081930"
"Carnival Roasted & Salted Pistachio 200g","FG","PISTA","Pista - Inshell","0.200","HOH/Common","VA","5%","20081930"
"Carnival Roasted & Salted Pistachio 250g","FG","PISTA","Pista - Inshell","0.250","HOH/Common","VA","5%","20081930"
"CARNIVAL Royal divine 550g","FG","FESTIVE HAMPERS","Gifting","0.550","HOH/Common","VA","5%","20089999"
"Carnival Salted Caramel Pecannuts 80g","FG","PREMIUM NUTS","Pecan Nuts","0.080","HOH/Common","VA","5%","08029000"
"Carnival Salt & Pepper Walnut 150g","FG","WALNUT","Walnut - Kernel","0.150","HOH/Common","VA","5%","08023200"
"Carnival Seedless Black Raisin 250 Gm","FG","RAISIN","Raisin - Black","0.250","HOH/Common","RPC","5%","08062010"
"Carnival Seedless Oman Dates 250G","FG","DATES","Seedless","0.250","HOH/Common","DATES RPC","5%","08041020"
"Carnival Shubhakamnayein 3P 300g","FG","FESTIVE HAMPERS","Gifting","0.300","HOH/Common","VA","5%","(20081990)"
"Carnival Simply Thandai 100g","FG","TRAIL MIX","Trail Mix","0.100","HOH/Common","VA","5%","20089700"
"Carnival Simply Thandai Mix 200gm","FG","TRAIL MIX","Trail Mix","0.200","HOH/Common","VA","5%","20089700"
"Carnival Smoked Almonds 100gm","FG","ALMOND","Almond - Kernels","0.100","HOH/Common","VA","5%","20081930"
"Carnival Smoked Almonds 200g","FG","ALMOND","Almond - Kernels","0.200","HOH/Common","VA","5%","20081930"
"Carnival Spanish Tomato Cashew 100G","FG","CASHEW","Cashew - Kernel","0.100","HOH/Common","VA","5%","20081910"
"CARNIVAL STANDARD KHARIK DATES","RM","DATES","Dry Dates","1.000","HOH/Common","DATES BULK","5%","08041030"
"CARNIVAL Utsav 700g","FG","FESTIVE HAMPERS","Gifting","0.700","HOH/Common","VA","5%","20089999"
"Carnival Walnut Kernal 2pc 200gm","FG","WALNUT","Walnut - Kernel","0.200","HOH/Common","RPC","5%","08023200"
"Carnival Wasabi Makhana 55g","FG","MAKHANA","Makhana - Suta","0.055","HOH/Common","VA","5%","20081930"
"Cashew 100g (B07GQZSS49) FBA","FG","CASHEW","Cashew - Kernel","0.100","Amazon","RPC","5%","08013220"
"Cashew 150","RM","CASHEW","Cashew - Kernel","1.000","0","Bulk","5%","08013220"
"Cashew 180","RM","CASHEW","Cashew - Kernel","1.000","0","Bulk","5%","08013220"
"Cashew 210","RM","CASHEW","Cashew - Kernel","1.000","0","Bulk","5%","08013220"
"Cashew 230gm","FG","CASHEW","Cashew - Kernel","0.230","0","RPC","5%","08013220"
"Cashew 240","RM","CASHEW","Cashew - Kernel","1.000","0","Bulk","5%","08013220"
"Cashew 240 230g","FG","CASHEW","Cashew - Kernel","0.230","0","RPC","5%","08013220"
"Cashew 280","RM","CASHEW","Cashew - Kernel","1.000","0","Bulk","5%","08013220"
"Cashew 300","RM","CASHEW","Cashew - Kernel","1.000","0","Bulk","5%","08013220"
"Cashew 320","RM","CASHEW","Cashew - Kernel","1.000","0","Bulk","5%","08013220"
"Cashew 400","RM","CASHEW","Cashew - Kernel","1.000","0","Bulk","5%","08013220"
"CASHEW 450","RM","CASHEW","Cashew - Kernel","1.000","0","Bulk","5%","08013220"
"Cashew 500g (B07GQW1HHN)","FG","CASHEW","Cashew - Kernel","0.500","Amazon","RPC","5%","08013220"
"Cashew Jumbo with Skin","RM","CASHEW","Cashew - Kernel","1.000","0","Bulk","5%","08013220"
"Cashew Jumbo with Skin Roasted and Salted","FG","CASHEW","Cashew - Kernel","1.000","0","VA","5%","20081910"
"Cashew Kani","RM","CASHEW","Cashew - Broken","1.000","0","Bulk","5%","08013210"
"Cashew Kernel","RM","CASHEW","Cashew - Kernel","1.000","0","Bulk","5%","08013210"
"Cashew Masala","FG","CASHEW","Cashew - Kernel","1.000","0","VA","5%","20081910"
"Cashew Pink salt","FG","CASHEW","Cashew - Kernel","1.000","0","VA","5%","20081910"
"CASHEW POWDER","RM","CASHEW","Cashew - Broken","1.000","0","Bulk","5%","(08013220)"
"Cashew Roasted","FG","CASHEW","Cashew - Kernel","1.000","0","Bulk","5%","20081910"
"Cashew Rstd Sal W320 100g","FG","CASHEW","Cashew - Kernel","0.100","HOH/Common","VA","5%","20081930"
"CASHEW RSTD SAL W320 250G","FG","CASHEW","Cashew - Kernel","0.250","HOH/Common","VA","5%","20081930"
"Cashew Split","RM","CASHEW","Cashew - Broken","1.000","0","Bulk","5%","08013210"
"Cashew Tukda","RM","CASHEW","Cashew - Broken","1.000","0","Bulk","5%","08013210"
"Cashew Wasabi","FG","CASHEW","Cashew - Kernel","1.000","0","VA","5%","20081910"
"CA WALNUT CHILE (VACUUM PACKING)250GM /P","FG","WALNUT","Walnut - Kernel","0.250","0","RPC","5%","08023100"
"Cayenne Pepper Powder","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","09041140"
"CCD Energy Bar with Jaggery","FG","BARS & CEREALS","Energy Bars","0.030","CCD","VA","5%","21069099"
"CELEBRATING MOMENTS 300gm","FG","FESTIVE HAMPERS","Gifting","0.300","0","VA","5%","08135020"
"Celebration Exclusive 4P 800g Customized","FG","FESTIVE HAMPERS","Gifting","0.800","HOH/Common","VA","5%","20081990"
"CELEBRATIONS 550gm","FG","FESTIVE HAMPERS","Gifting","0.550","0","VA","5%","08135020"
"Celebration Sleek Box 200g","FG","FESTIVE HAMPERS","Gifting","0.200","HOH/Common","VA","5%","20089999"
"Celebration Sleek Box Hamper 01","FG","FESTIVE HAMPERS","Gifting","0.300","0","VA","5%","08135020"
"Celebration Sleek Box Hamper 02","FG","FESTIVE HAMPERS","Gifting","0.380","0","VA","5%","08135020"
"Chat Almonds","FG","ALMOND","Almond - Kernels","1.000","0","VA","5%","20081930"
"CHAT MASALA","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","21039040"
"CHAT MASALA MDH","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","09109100"
"Chatpata Black Raisin","FG","RAISIN","Raisin - Black","1.000","0","VA","5%","20089999"
"Chatpata Cranberry","FG","CRANBERRY","Cranberry - Whole","1.000","0","VA","5%","20089999"
"Chatpata Cranberry 75gm","FG","CRANBERRY","Cranberry - Whole","0.075","0","VA","5%","21069099"
"Chatpata Prunes","FG","PRUNES","Prunes - Pitted","1.000","0","VA","5%","08132000"
"Chatpata Seasoning","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","21069099"
"CHATPATA SNACK MIX","FG","TRAIL MIX","Trail Mix","1.000","DMART","VA","5%","20081990"
"Cheddar Cheese Seasoning","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","20139040"
"Cheeky Cheese Trail Mix 250gm","FG","TRAIL MIX","Trail Mix","0.250","0","VA","5%","20089999"
"Cheese Cashew","FG","CASHEW","Cashew - Kernel","1.000","0","VA","5%","20081910"
"Cheese Makhana","FG","MAKHANA","Makhana - Suta","1.000","0","VA","5%","20081930"
"CHEESE SEASONING","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","21039040"
"CHEESE SEASONING - TPL","RM","TAJIR","Tajir - Other","1.000","0","Bulk","5%","21039040"
"Cheese Tomato Flavoured Coated Peanuts","FG","PEANUTS","Peanut - Coated","1.000","0","VA","5%","20081930"
"Cheese Tomato Flavoured Coated Peanuts 35gm","FG","PEANUTS","Peanut - Coated","0.035","0","VA","5%","20081930"
"Cheesy Tomato Seasoning 2 (PR01895/001)","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","(21039040)"
"Chia Seeds 100G (B07GQZCP91)","FG","SEEDS","Chia","0.100","Amazon","RPC","5%","12079990"
"Chia Seeds 200G (B07GQQLZPD)","FG","SEEDS","Chia","0.200","Amazon","RPC","5%","12079990"
"Chia Seeds 500G (B07GQZSJFH)","FG","SEEDS","Chia","0.500","Amazon","RPC","5%","12079990"
"Chilean Walnut Inshell","RM","WALNUT","Walnut - Inshell","1.000","0","Bulk","5%","08023100"
"Chilean  Walnut Kernel 2pc 230g","FG","WALNUT","Walnut - Kernel","0.230","0","RPC","5%","08023200"
"Chilean Walnut Kernel 2 pcs","RM","WALNUT","Walnut - Kernel","1.000","0","Bulk","5%","08023200"
"Chilean Walnut Kernel Kani","RM","WALNUT","Walnut - Broken","1.000","0","Bulk","5%","08023200"
"Chilean Walnut Kernel Quarter","RM","WALNUT","Walnut - Broken","1.000","0","Bulk","5%","08023200"
"Chilean Walnut Kernel Quarter BBQ","FG","WALNUT","Walnut - Broken","1.000","0","VA","5%","20081930"
"Chilean Walnut Kernel Quarter caramel","FG","WALNUT","Walnut - Broken","1.000","0","VA","5%","20081930"
"Chilean Walnut Kernel Quarter lemon pepper","FG","WALNUT","Walnut - Broken","1.000","0","VA","5%","20081930"
"Chilean Walnut Kernel Quarter pepper","FG","WALNUT","Walnut - Broken","1.000","0","VA","5%","20081930"
"Chilean Walnut Kernel Quarter peri peri","FG","WALNUT","Walnut - Broken","1.000","0","VA","5%","20081930"
"Chilli Almonds Bulk","FG","ALMOND","Almond - Kernels","1.000","0","VA","5%","20081930"
"Chilli Garlic Cashew Bulk","FG","CASHEW","Cashew - Kernel","1.000","0","VA","5%","20081910"
"Chilli Garlic Masala Seasoning","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","21039040"
"Chilli Powder","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","09042110"
"Chilli Seasoning","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","21039040"
"Chipotle Honey Coated Peanuts 200g","FG","PEANUTS","Peanut - Coated","0.200","0","VA","5%","20081930"
"Chipotle Honey Coated Peanuts 70gm","FG","PEANUTS","Peanut - Coated","0.070","0","VA","5%","20081930"
"Chipotle Honey Seasoning","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","21039040"
"Chironji , Charoli","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","12119029"
"Choco Chips","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","18062000"
"Choco Crunch Energy Bar 38gm","FG","BARS & CEREALS","Energy Bars","0.038","HOH","VA","5%","21069099"
"Chocolate Coated Almond Dragees 50gm","FG","TRAIL MIX","Trail Mix","0.050","0","VA","5%","18061000"
"Chocolate Coated Blueberries Dragees 50gm","FG","TRAIL MIX","Trail Mix","0.050","0","VA","5%","18061000"
"CHOCOLATE MODAK 110g","FG","TRAIL MIX","Trail Mix","0.110","0","VA","5%","18069010"
"Cinnamon Glazed Almond","FG","ALMOND","Almond - Kernels","1.000","0","VA","5%","20081990"
"Cinnamon Glazed Pecan","FG","PREMIUM NUTS","Pecan Nuts","1.000","0","VA","5%","20081930"
"Cinnamon Quills","RM","SPICES","Whole Spices","1.000","0","Bulk","5%","(09061110)"
"Classic Flavour Date Mewa 18gm","FG","BARS & CEREALS","Bites","0.018","0","VA","5%","21069099"
"Coated Peanut Base","FG","PEANUTS","Peanut - Coated","1.000","0","VA","5%","20081930"
"Coated Peanuts","FG","PEANUTS","Peanut - Coated","1.000","0","VA","5%","20081930"
"Coated Peanuts - Magic Masala 1Kg","FG","PEANUTS","Peanut - Coated","1.000","0","VA","5%","20081930"
"Cocktail Mix","FG","TRAIL MIX","Trail Mix","1.000","0","VA","5%","20089700"
"Cocktail Mix 230g","FG","TRAIL MIX","Trail Mix","0.230","0","VA","5%","20081990"
"Cocoa Glazed Almonds","FG","ALMOND","Almond - Kernels","1.000","0","VA","5%","20081990"
"Cocoa Glazed Hazelnuts","FG","PREMIUM NUTS","Hazelnuts","1.000","0","VA","5%","20081990"
"Cocoa Peanut Date Balls 48 gms","FG","TRAIL MIX","Trail Mix","0.048","0","VA","5%","21069099"
"Cococart Almond & Orange Dark Choco Date Bar 50gm","FG","BARS & CEREALS","Energy Bars","0.050","Cococart","VA","5%","21069099"
"Cococart Barbeque Trail Mix 60gm","FG","TRAIL MIX","Trail Mix","0.060","Cococart","VA","5%","20089999"
"Cococart Black Pepper Trail Mix 60gm","FG","TRAIL MIX","Trail Mix","0.060","Cococart","VA","5%","20089999"
"Cococart Cheese Makhana 100gm","FG","MAKHANA","Makhana - Suta","0.100","Cococart","VA","5%","20081930"
"Cococart Fruit & Nut Date Bar 50gm","FG","BARS & CEREALS","Energy Bars","0.050","Cococart","VA","5%","21069099"
"Cococart Himalayan Pink Salt Makhana 100gm","FG","MAKHANA","Makhana - Suta","0.100","Cococart","VA","5%","20081930"
"Cococart Himalayan Salt Trail Mix 75gm","FG","TRAIL MIX","Trail Mix","0.075","Cococart","VA","5%","20089999"
"Cococart Lime Chilli Makhana 100gm","FG","MAKHANA","Makhana - Suta","0.100","Cococart","VA","5%","20081930"
"Cococart Peri Peri Trail Mix 60gm","FG","TRAIL MIX","Trail Mix","0.060","Cococart","VA","5%","20089999"
"Cococart Pudina Salt Makhana 100gm","FG","MAKHANA","Makhana - Suta","0.100","Cococart","VA","5%","20081930"
"Cococart Raspberry Almond Dark Choco Date Bar 50gm","FG","BARS & CEREALS","Energy Bars","0.050","Cococart","VA","5%","21069099"
"Coconut Laddubar Mini 9g","FG","BARS & CEREALS","Energy Bars","0.009","EMPL","VA","5%","21069099"
"COCONUT POWDER","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","08011100"
"Coffee Beans","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","09011190"
"Coffee Crush 1 Kg","FG","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","21069099"
"Coffee Laddoo 18gm","FG","BARS & CEREALS","Bites","0.018","0","VA","5%","21069099"
"Coffee Laddoo Semi Finished","FG","BARS & CEREALS","Bites","1.000","0","VA","5%","21069099"
"CORIANDER / DHANIYA / Cilantro seeds","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","09092200"
"Corn Flakes","RM","MISCELLANEOUS - RM","Flakes","1.000","0","Bulk","5%","19041090"
"Cotton Waste , Woolen Rags Etc 6310","0","Others","Others","0.000","0","0","5%","631090"
"Cranberry Date Balls 48 gms","FG","TRAIL MIX","Trail Mix","0.048","0","VA","5%","21069099"
"Cranberry Slice","RM","CRANBERRY","Cranberry - Sliced","1.000","0","Bulk","5%","20089300"
"Cranberry Slice Apple Infused","RM","CRANBERRY","Cranberry - Sliced","1.000","0","Bulk","5%","20089300"
"Cranberry Whole 230g","FG","CRANBERRY","Cranberry - Whole","0.230","0","RPC","5%","20089300"
"Crunchy Caramel Trail Mix","FG","TRAIL MIX","Trail Mix","1.000","0","VA","5%","20089999"
"Crunchy Caramel Trail Mix 230g","FG","TRAIL MIX","Trail Mix","0.230","0","VA","5%","20089999"
"Crystal Ginger","RM","DEHYDRATED FRUITS","DF - Ginger","1.000","0","Bulk","5%","20060000"
"CTC TEA","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","(0902)"
"Curate Anjeer 200g","FG","ANJEER","Dried Figs","0.200","Reliance","RPC","5%","08041020"
"Curate Anjeer 250g Jr","FG","ANJEER","Dried Figs","0.250","Reliance","RPC","5%","08041020"
"Curate Apricot ( Jaradalu ) 550g Jr","FG","APRICOT","Apricot - Afghan","0.550","Reliance","RPC","5%","18131000"
"Curate Apricot ( Jardalu ) 250g Jr","FG","APRICOT","Apricot - Afghan","0.250","Reliance","RPC","5%","18131000"
"CURATE BLUEBERRIES 200G","FG","BLUEBERRY","Blueberry - Plain","0.200","Reliance","RPC","5%","20089919"
"Curate Cashew 550g Jr","FG","CASHEW","Cashew - Kernel","0.550","Reliance","RPC","5%","08013220"
"Curate Cashews 200g","FG","CASHEW","Cashew - Kernel","0.200","Reliance","RPC","5%","08013220"
"Curate Cashews 250g Jr","FG","CASHEW","Cashew - Kernel","0.250","Reliance","RPC","5%","08013220"
"Curate Cashews 500g","FG","CASHEW","Cashew - Kernel","0.500","Reliance","RPC","5%","08013220"
"CURATE DATE BITES ASRTD RO/CA IND 420G","FG","BARS & CEREALS","Bites","0.420","Reliance","VA","5%","21069099"
"CURATE DATE BITES IND 210G","FG","BARS & CEREALS","Bites","0.210","Reliance","VA","5%","21069099"
"CURATE DATE BITES ROSE IND 210G","FG","BARS & CEREALS","Bites","0.210","Reliance","VA","5%","21069099"
"CURATE DATE BITES ROSE IND 360G","FG","BARS & CEREALS","Bites","0.360","Reliance","VA","5%","21069099"
"Curate Date Bites (Semi Finished)","FG","BARS & CEREALS","Bites","1.000","Reliance","VA","5%","21069099"
"Curate Dried Bluebrries 300g Jr","FG","BLUEBERRY","Blueberry - Plain","0.300","Reliance","RPC","5%","20089919"
"Curate Macadamia Nuts 250g Jr","FG","PREMIUM NUTS","Macadamia Nuts","0.250","Reliance","RPC","5%","20081920"
"CURATE MACADEMIA NUTS 200G","FG","PREMIUM NUTS","Macadamia Nuts","0.200","Reliance","RPC","5%","20081920"
"CURATE MAMRA ALMOND 500G","FG","ALMOND","Almond - Mamra","0.500","Reliance","RPC","5%","08021200"
"Curate Mamra Almonds 200g","FG","ALMOND","Almond - Mamra","0.200","Reliance","RPC","5%","08021200"
"Curate Mamra Almonds 250g Jr","FG","ALMOND","Almond - Mamra","0.250","Reliance","RPC","5%","08021200"
"Curate Mamra Almonds 600g Jr","FG","ALMOND","Almond - Mamra","0.600","Reliance","RPC","5%","08021200"
"Curate Oriental Dates 500gm","FG","DATES","Deri","0.500","Reliance","DATES RPC","5%","08041020"
"Curate Pista Akbari 250g JR","FG","PISTA","Pista - Akbari","0.250","Reliance","RPC","5%","08025100"
"Curate Pista Akbari 550g JR","FG","PISTA","Pista - Akbari","0.550","Reliance","RPC","5%","08025100"
"Curate Pista Peshawari 300g Jr","FG","PISTA","Pista - Inshell","0.300","Reliance","RPC","5%","08025200"
"Curate Pista Pishori 200g","FG","PISTA","Pista - Pishori","0.200","Reliance","RPC","5%","08025200"
"Curate Pitted Prunes 300g Jr","FG","PRUNES","Prunes - Pitted","0.300","Reliance","RPC","5%","08132000"
"Curate Prunes 200g","FG","PRUNES","Prunes - Pitted","0.200","Reliance","RPC","5%","08132000"
"Curate Roasted Hazelnuts 200g","FG","PREMIUM NUTS","Hazelnuts","0.200","Reliance","RPC","5%","08022200"
"Curate Roasted Hazelnuts 250g Jr","FG","PREMIUM NUTS","Hazelnuts","0.250","Reliance","RPC","5%","20081920"
"Curate Roasted Hazelnuts 550g Jr","FG","PREMIUM NUTS","Hazelnuts","0.550","Reliance","RPC","5%","20081920"
"Curate Sandhukhani Kismis 300g Jr","FG","RAISIN","Raisin - Shandukhani","0.300","Reliance","RPC","5%","08062010"
"Curate Sandhukhani Kismis 600g Jr","FG","RAISIN","Raisin - Shandukhani","0.600","Reliance","RPC","5%","08062010"
"CURATE WHOLE CRANBERRIES 200G","FG","CRANBERRY","Cranberry - Whole","0.200","Reliance","RPC","5%","20089300"
"Curate Whole Cranberries 300g Jr","FG","CRANBERRY","Cranberry - Whole","0.300","Reliance","RPC","5%","20089300"
"Curate Whole Cranberries 300gm","FG","CRANBERRY","Cranberry - Whole","0.300","Reliance","RPC","5%","20089300"
"Daily Mewa Healthy Mix","FG","TRAIL MIX","Trail Mix","1.000","0","VA","5%","20089700"
"Dalchini (Cinnamon) Powder","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","09061910"
"Dark Almond Draggies","FG","ALMOND","Almond - Kernels","1.000","0","VA","5%","18069010"
"Dark Chocolate Coated Macadamia 110g","FG","BARS & CEREALS","Chocolate","0.110","0","VA","5%","(20081930)"
"DARK CHOCOLATE COUVERTURE 811","RM","MISCELLANEOUS - RM","Chocolate","1.000","0","Bulk","5%","18062000"
"Dark Compound Chips","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","18062000"
"Dark Compound Chocolate","RM","MISCELLANEOUS - RM","Chocolate","1.000","0","Bulk","5%","18062000"
"Date Balls Coated Coconut (22G X 3)","FG","TRAIL MIX","Chocolate","0.066","0","VA","5%","21069099"
"Date Balls Coated Dark (22g x 3)","FG","TRAIL MIX","Chocolate","0.066","0","VA","5%","21069099"
"Date Balls Coated Milk (22g x 3)","FG","TRAIL MIX","Chocolate","0.066","0","VA","5%","21069099"
"Date Balls Coated White (22g x 3)","FG","TRAIL MIX","Chocolate","0.066","0","VA","5%","21069099"
"Date Bite Bulk","FG","TRAIL MIX","Bites","1.000","0","VA","5%","21069099"
"Date Bites 9gm","FG","TRAIL MIX","Bites","0.009","0","VA","5%","21069099"
"Date Mewa Bon Bon Laddu (18g x 3)","FG","TRAIL MIX","Trail Mix","0.054","0","VA","5%","21069099"
"Date Mewa Festive Gifting & Feast Parcel 500gm","FG","FESTIVE HAMPERS","Gifting","0.500","HOH/Common","VA","5%","21069099"
"Date Mewa Ladu 18gm","FG","TRAIL MIX","Trail Mix","0.018","0","VA","5%","21069099"
"Dates Delight Khajur Pak 375gm","FG","TRAIL MIX","Trail Mix","0.375","0","VA","5%","21069099"
"DATES IMPORTED 500 Gm","FG","DATES","Kimia","0.500","0","DATES RPC","5%","08041020"
"Dates Mewa Assorted 210gm","FG","TRAIL MIX","Trail Mix","0.210","0","VA","5%","21069099"
"Dates Mewa Classic 210gm","FG","TRAIL MIX","Trail Mix","0.210","0","VA","5%","21069099"
"Dates Seeds","RM","DATES","Seeds","1.000","0","Bulk","5%","08041020"
"Deglet Dates","RM","DATES","Deglet","1.000","0","DATES BULK","5%","08041020"
"DEGLET NOUR BRANCHES 5KG","RM","DATES","Deglet","1.000","0","DATES BULK","5%","08041020"
"Dehydrated Aloe Vera Chunk","RM","DEHYDRATED FRUITS","DF - Other","1.000","0","Bulk","5%","20060000"
"DEHYDRATED BABY ORANGE","RM","DEHYDRATED FRUITS","DF - Orange","1.000","0","Bulk","5%","20060000"
"Dehydrated Chikoo fruit","RM","DEHYDRATED FRUITS","DF - Other","1.000","0","Bulk","5%","08134090"
"Dehydrated Ginger","RM","DEHYDRATED FRUITS","DF - Ginger","1.000","0","Bulk","5%","20060000"
"Dehydrated Guava Sliced","RM","DEHYDRATED FRUITS","DF - Guava","1.000","0","Bulk","5%","20060000"
"Dehydrated Jamun fruit","RM","DEHYDRATED FRUITS","DF - Other","1.000","0","Bulk","5%","08134090"
"Dehydrated Lemon (Candied)","RM","DEHYDRATED FRUITS","DF - Orange","1.000","0","Bulk","5%","20060000"
"Dehydrated Mango","RM","DEHYDRATED FRUITS","DF - Mango","1.000","0","Bulk","5%","08045030"
"Dehydrated Mango fruit","RM","DEHYDRATED FRUITS","DF - Mango","1.000","0","Bulk","5%","08045030"
